Date,City,Coffee Type,Price,Cups Sold,Revenue
2023-03-12,Stockholm,Cafe Breve,10.73,41,439.93
2023-02-11,Auckland,Café saffron latte,6.16,38,234.08
2023-07-22,Nairobi,Café chamomile latte,3.08,16,49.28
2023-09-23,Cape Town,Café lemongrass latte,3.14,19,59.66
2023-07-07,Bangalore,Café coconut latte,2.45,17,41.65
2023-11-25,Johannesburg,Café kumquat latte,3.93,42,165.06
2023-03-16,Mexico City,Café gingerbread mocha,4.96,11,54.56
2023-06-09,Mumbai,Cafe Cubano,3.72,17,63.24
2023-06-04,Prague,Café dirty chai,6.81,29,197.49
2023-11-25,Bogotá,Café mango latte,2.92,63,183.96
2023-07-26,Bangkok,Bulletproof Coffee,3.92,27,105.84
2023-04-08,Johannesburg,Café Liégeois,5.49,46,252.54
2023-04-18,Kuala Lumpur,Café rosehip latte,4.29,17,72.93
2023-10-30,Tel Aviv,Café hibiscus latte,7.21,14,100.94
2023-04-13,Warsaw,Café longan latte,4.15,27,112.05
2023-01-03,Manila,Café baklava latte,2.81,19,53.39
2023-10-31,Bogotá,Café honey almond latte,3.5,17,59.5
2023-02-05,Kathmandu,Café Viennois,2.9,21,60.9
2023-08-18,Riyadh,Café s'mores latte,4.08,10,40.8
2023-01-30,Colombo,Café salak latte,2.36,19,44.84
2023-06-09,Jakarta,Café persimmon latte,2.99,15,44.85
2023-11-11,Vienna,Café peppermint latte,4.63,49,226.87
2023-01-08,Hong Kong,Café fig latte,6.86,47,322.42
2023-11-26,Santiago,Café pomegranate latte,3.23,54,174.42
2023-11-10,Zurich,Flat White,5.6,11,61.6
2023-08-14,Oslo,Café strawberry latte,5.8,20,116.0
2023-06-02,Copenhagen,Cafe Cubano,8.73,10,87.3
2023-03-22,Singapore,Café s'mores latte,6.18,14,86.52
2023-10-29,Santiago,Café flan latte,3.12,35,109.2
2023-03-16,Dhaka,Café matcha latte,1.93,20,38.6
2023-01-21,Cape Town,Red Eye,2.66,29,77.14
2023-06-22,Stockholm,Café cinnamon mocha,8.35,25,208.75
2023-11-26,Paris,Café chestnut latte,7.89,33,260.37
2023-04-29,Tel Aviv,Café salak latte,5.74,36,206.64
2023-09-08,Surat,Café cranberry latte,2.34,22,51.48
2023-04-26,Athens,Black Eye,3.08,29,89.32
2023-03-15,Bogotá,Cafe de Olla,5.33,22,117.26
2023-06-03,New York,Café lavender latte,6.84,25,171.0
2023-09-20,Surat,Café nutmeg latte,2.39,19,45.41
2023-01-29,Johannesburg,Café rosehip latte,3.67,47,172.49
2023-11-20,Prague,Cappuccino,4.5,15,67.5
2023-09-30,Delhi,Café churro latte,2.03,18,36.54
2023-12-27,Casablanca,Café nutmeg latte,3.23,28,90.44
2023-11-24,Cairo,Café Marocchino,3.08,11,33.88
2023-05-10,London,Café salak latte,5.64,10,56.4
2023-09-20,Jakarta,Café churro latte,2.37,19,45.03
2023-02-04,Toronto,Café cinnamon mocha,7.27,26,189.02
2023-03-06,Oslo,Ristretto,5.78,24,138.72
2023-07-25,Brussels,Cafe de Olla,7.1,22,156.2
2023-01-03,Lisbon,Café vanilla latte,4.29,11,47.19
2023-10-23,Istanbul,Café con Panna,6.15,22,135.3
2023-05-08,São Paulo,Café cannoli latte,3.76,21,78.96
2023-06-17,Auckland,Café rosehip latte,4.96,34,168.64
2023-09-23,Hanoi,Café persimmon latte,2.33,38,88.54
2023-07-20,Singapore,Café London fog,9.69,19,184.11
2023-09-04,Singapore,Turkish Coffee,8.76,27,236.52
2023-07-01,Shanghai,Café pumpkin pie latte,4.28,20,85.6
2023-05-05,Kathmandu,Café macadamia latte,2.4,18,43.2
2023-01-14,Jakarta,Café chai latte,2.74,32,87.68
2023-03-01,Bangalore,Café jasmine latte,2.11,18,37.98
2023-09-09,Hong Kong,Café almond latte,6.02,37,222.74
2023-05-15,Tel Aviv,Café matcha latte,7.69,30,230.7
2023-10-09,Bogotá,Cafe au Lait,4.41,25,110.25
2023-11-13,Stockholm,Café turmeric latte,5.19,10,51.9
2023-05-06,Jakarta,Café fig latte,2.27,31,70.37
2023-08-21,Singapore,Café caramel macchiato,5.94,14,83.16
2023-07-26,Istanbul,Café churro latte,5.41,15,81.15
2023-03-13,Hong Kong,Café chamomile latte,7.63,30,228.9
2023-11-09,Casablanca,Café pumpkin pie latte,3.42,32,109.44
2023-01-06,Prague,Mocha,6.29,12,75.48
2023-05-28,Tel Aviv,Espresso,3.26,16,52.16
2023-05-30,Singapore,Café royale,9.29,17,157.93
2023-09-05,Madrid,Frappuccino,7.99,12,95.88
2023-11-12,Kuala Lumpur,Café earl grey latte,3.26,28,91.28
2023-04-24,São Paulo,Café turmeric latte,4.08,8,32.64
2023-10-09,Cairo,Latte,2.38,20,47.6
2023-10-13,Singapore,Café jackfruit latte,7.04,11,77.44
2023-09-27,Toronto,Macchiato,6.65,12,79.8
2023-10-21,Tel Aviv,Café dirty chai,9.82,21,206.22
2023-07-30,New York,Café caramel mocha,9.41,55,517.55
2023-03-17,Oslo,Café frappé,10.51,19,199.69
2023-06-06,Surat,Mocha,2.44,16,39.04
2023-12-04,Hong Kong,Café golden latte,6.56,29,190.24
2023-09-28,Kathmandu,Black Eye,1.8,26,46.8
2023-07-08,Singapore,Café cinnamon roll latte,6.62,46,304.52
2023-07-19,Shanghai,Café vanilla latte,5.82,16,93.12
2023-10-02,Athens,Café durian latte,4.94,21,103.74
2023-12-06,Singapore,Café cherimoya latte,6.02,28,168.56
2023-10-25,Cape Town,Latte,4.28,13,55.64
2023-06-28,Cairo,Café strawberry latte,2.14,11,23.54
2023-08-26,Madrid,Café pumpkin pie latte,6.28,39,244.92
2023-07-26,Riyadh,Café nutmeg latte,6.21,9,55.89
2023-12-21,Beijing,Café banana latte,5.99,14,83.86
2023-06-11,Paris,Café tropical latte,5.36,45,241.2
2023-08-04,Cairo,Café chai latte,2.27,22,49.94
2023-02-02,London,Café acai latte,8.02,12,96.24
2023-12-24,Auckland,Doppio,3.46,20,69.2
2023-09-11,Brussels,Café hazelnut mocha,7.18,14,100.52
2023-03-09,Manila,Iced Coffee,3.15,12,37.8
2023-10-05,Dubai,Café London fog,10.78,11,118.58
2023-09-03,Vienna,Espresso,4.82,22,106.04
2023-01-18,Lisbon,Café ginger latte,3.78,21,79.38
2023-10-06,Auckland,Café golden latte,4.44,15,66.6
2023-05-27,Buenos Aires,Café rose latte,3.18,15,47.7
2023-12-16,Sydney,Café London fog,11.52,22,253.44
2023-10-25,Copenhagen,Café dulce de leche latte,6.16,13,80.08
2023-07-10,São Paulo,Café cinnamon roll latte,4.47,8,35.76
2023-07-21,Zurich,Café longan latte,6.3,24,151.2
2023-03-25,Jakarta,Café pomegranate latte,3.18,36,114.48
2023-09-08,Sydney,Café pecan latte,7.59,14,106.26
2023-01-31,Karachi,Nitro Coffee,2.4,20,48.0
2023-11-22,Vienna,Café tiramisu latte,4.55,27,122.85
2023-07-01,Madrid,Café starfruit latte,4.59,32,146.88
2023-10-14,Karachi,Cafe con Leche,2.97,28,83.16
2023-07-06,Lima,Café rambutan latte,2.81,26,73.06
2023-01-09,Paris,Nitro Coffee,8.58,21,180.18
2023-01-20,Surat,Café Marocchino,3.45,11,37.95
2023-12-07,Paris,Café vanilla latte,6.44,19,122.36
2023-10-21,Dubai,Café con Hielo,10.66,40,426.4
2023-08-12,Rome,Café hazelnut latte,6.45,28,180.6
2023-09-24,Taipei,Café spiced turmeric latte,5.83,36,209.88
2023-09-17,Nairobi,Nitro Coffee,2.84,17,48.28
2023-04-10,Lima,Café baklava latte,2.51,11,27.61
2023-10-13,Copenhagen,Ristretto,3.37,22,74.14
2023-08-30,Tel Aviv,Café Liégeois,9.89,27,267.03
2023-12-16,Mumbai,Café hazelnut mocha,3.82,48,183.36
2023-05-22,Sydney,Doppio,5.64,12,67.68
2023-08-16,Lima,Café hazelnut mocha,4.04,28,113.12
2023-10-26,Cape Town,Café rose latte,2.86,27,77.22
2023-05-15,Bogotá,Macchiato,3.7,13,48.1
2023-06-26,Copenhagen,Café Bombón,9.6,12,115.2
2023-07-08,Oslo,Café sapodilla latte,8.28,39,322.92
2023-10-12,Athens,Café churro latte,3.74,13,48.62
2023-02-14,Dhaka,Café sapodilla latte,1.86,11,20.46
2023-10-31,Beijing,Café soursop latte,4.03,19,76.57
2023-12-28,Hong Kong,Frappuccino,8.67,18,156.06
2023-05-10,Istanbul,Café cinnamon mocha,6.27,34,213.18
2023-07-27,Delhi,Café hibiscus latte,2.64,11,29.04
2023-11-20,Cape Town,Café s'mores latte,4.23,36,152.28
2023-02-15,Cape Town,Café coconut cream latte,2.91,13,37.83
2023-07-04,Manila,Café quince latte,2.88,15,43.2
2023-05-08,Zurich,Café dark chocolate mocha,10.77,24,258.48
2023-12-08,Kathmandu,Café gingerbread mocha,2.32,35,81.2
2023-11-22,Singapore,Café flan latte,6.68,18,120.24
